id	GC	Sources
MGYG000051754	51.603049	Human
MGYG000051763	46.46837809	Human
MGYG000051799	45.91057247	Human
MGYG000051805	51.79901	Human
MGYG000051838	51.01068262	Human
MGYG000051839	45.82969584	Human
MGYG000051858	47.31475007	Human
MGYG000051872	51.14667784	Human
MGYG000051958	54.54405376	Human
MGYG000051983	45.55643691	Human
MGYG000052007	50.87948625	Human
MGYG000052017	45.76137218	Human
MGYG000052033	43.74373923	Human
MGYG000052034	49.35765758	Human
MGYG000052037	46.74371573	Human
MGYG000052058	48.28125003	Human
MGYG000052207	55.51898055	Human
MGYG000052242	51.44585094	Human
MGYG000052252	45.61843629	Human
MGYG000052258	45.78274182	Human
MGYG000052263	49.24066265	Human
MGYG000052266	52.04223737	Human
MGYG000052353	46.47651248	Human
MGYG000052374	51.71681652	Human
MGYG000052389	45.40380799	Human
MGYG000052413	49.87224352	Human
MGYG000052437	55.96957277	Human
MGYG000052449	45.73344909	Human
MGYG000052488	44.83769785	Human
MGYG000052572	49.52948639	Human
MGYG000052600	46.72345123	Human
MGYG000052677	50.21180155	Human
MGYG000052738	49.71157343	Human
MGYG000052759	45.55015236	Human
MGYG000052767	51.58963409	Human
MGYG000052792	50.60004836	Human
MGYG000052796	42.80624748	Human
MGYG000052800	46.08638552	Human
MGYG000052815	42.99430131	Human
MGYG000052836	45.66050843	Human
MGYG000052837	51.8694385	Human
MGYG000052850	46.58149479	Human
MGYG000052859	47.79009955	Human
MGYG000052865	48.56346137	Human
MGYG000052904	56.07486734	Human
MGYG000052925	51.10374837	Human
MGYG000052956	50.07816775	Human
MGYG000053021	46.86176853	Human
MGYG000053067	45.89441724	Human
MGYG000053099	48.0836793	Human
MGYG000053116	45.5789091	Human
MGYG000053225	54.7311493	Human
MGYG000053249	45.51845958	Human
MGYG000053295	55.37164875	Human
MGYG000053310	45.86113945	Human
MGYG000053333	49.96753829	Human
MGYG000053346	54.41118926	Human
MGYG000053348	51.23190972	Human
MGYG000053350	50.9225943	Human
MGYG000053371	45.72056801	Human
MGYG000053381	47.34653395	Human
MGYG000053411	49.96841703	Human
MGYG000053434	46.04672192	Human
MGYG000053454	46.53869422	Human
MGYG000053530	46.42432575	Human
MGYG000053562	46.46600342	Human
MGYG000053584	52.39740049	Human
MGYG000053604	57.25997642	Human
MGYG000053611	46.12583778	Human
MGYG000053693	45.78420684	Human
MGYG000053697	47.54690667	Human
MGYG000053721	43.53223484	Human
MGYG000053730	45.47157176	Human
MGYG000053732	46.73692634	Human
MGYG000053748	50.59472652	Human
MGYG000053793	45.73618185	Human
MGYG000053812	46.1486817	Human
MGYG000053855	56.59154633	Human
MGYG000053863	45.30745084	Human
MGYG000053898	46.74744761	Human
MGYG000053925	55.42932933	Human
MGYG000054000	50.79190834	Human
MGYG000054025	46.53236818	Human
MGYG000054044	45.25740317	Human
MGYG000054048	50.54381328	Human
MGYG000054151	52.06932295	Human
MGYG000054199	52.35577189	Human
MGYG000054201	45.60398557	Human
MGYG000054225	50.15687265	Human
MGYG000054270	44.23014636	Human
MGYG000054274	44.97877616	Human
MGYG000054276	45.56804877	Human
MGYG000054283	54.61298892	Human
MGYG000054300	46.24402479	Human
MGYG000054443	50.79366666	Human
MGYG000054458	50.6852371	Human
MGYG000054521	47.98689868	Human
MGYG000054545	50.85473032	Human
MGYG000054649	45.87630409	Human
MGYG000054704	43.27632806	Human
MGYG000054718	51.11144507	Human
MGYG000054750	45.63393494	Human
MGYG000054768	45.30687851	Human
MGYG000054859	50.70468542	Human
MGYG000054987	39.28767671	Human
MGYG000055064	50.32670545	Human
MGYG000055088	45.99046181	Human
MGYG000055152	51.26875912	Human
MGYG000055171	54.93806182	Human
MGYG000055178	52.47613538	Human
MGYG000055205	44.90955019	Human
MGYG000055237	50.15181234	Human
MGYG000055252	47.22503083	Human
MGYG000055309	57.02684255	Human
MGYG000055350	44.86695331	Human
MGYG000055371	53.15320644	Human
MGYG000055386	52.4250611	Human
MGYG000055396	45.2568321	Human
MGYG000055442	50.72667708	Human
MGYG000055443	50.28149763	Human
MGYG000055449	45.53943456	Human
MGYG000055450	54.97427832	Human
MGYG000055457	45.23670537	Human
MGYG000055500	50.45740677	Human
MGYG000055562	51.78390281	Human
MGYG000055584	45.30903695	Human
MGYG000055605	45.9378733	Human
MGYG000055630	49.57120999	Human
MGYG000055648	45.2476217	Human
MGYG000055652	44.75114767	Human
MGYG000055687	44.83341478	Human
MGYG000055712	45.95815121	Human
MGYG000055824	45.04659987	Human
MGYG000055842	55.42165712	Human
MGYG000055865	45.48099256	Human
MGYG000055874	46.89370251	Human
MGYG000055885	57.09767409	Human
MGYG000056133	46.87651146	Human
MGYG000056167	55.35173949	Human
MGYG000056195	44.8062017	Human
MGYG000056203	49.75699419	Human
MGYG000056259	45.32543495	Human
MGYG000056262	48.59970067	Human
MGYG000056265	47.54001744	Human
MGYG000056323	45.80692465	Human
MGYG000056374	54.46445961	Human
MGYG000056376	45.980871	Human
MGYG000056392	55.17197612	Human
MGYG000056393	45.69255972	Human
MGYG000056404	50.32174848	Human
MGYG000056445	55.48501556	Human
MGYG000056464	52.22186099	Human
MGYG000056508	45.84686676	Human
MGYG000056562	44.37910933	Human
MGYG000056588	50.82771667	Human
MGYG000056608	43.41294296	Human
MGYG000056637	45.7196953	Human
MGYG000056639	54.0346301	Human
MGYG000056642	54.88187124	Human
MGYG000056743	44.69507448	Human
MGYG000056744	48.73900235	Human
MGYG000056773	52.92575089	Human
MGYG000056796	52.64254292	Human
MGYG000056816	52.23722708	Human
MGYG000056839	55.75426352	Human
MGYG000056856	45.73782412	Human
MGYG000056862	44.93947706	Human
MGYG000056898	45.53510558	Human
MGYG000056908	49.2285369	Human
MGYG000056945	45.35414585	Human
MGYG000057000	52.28578096	Human
MGYG000057011	46.15936615	Human
MGYG000057025	49.25482691	Human
MGYG000057027	42.63297308	Human
MGYG000057028	45.60708716	Human
MGYG000057075	47.26654155	Human
MGYG000057120	45.37640048	Human
MGYG000057131	52.25807359	Human
MGYG000057192	45.22743857	Human
MGYG000057209	51.91351707	Human
MGYG000057328	43.83600498	Human
MGYG000057330	49.16391465	Human
MGYG000057364	48.78256485	Human
MGYG000057365	45.55800374	Human
MGYG000057373	50.96583568	Human
MGYG000057426	50.576512	Human
MGYG000057511	53.18884985	Human
MGYG000057535	51.7144466	Human
MGYG000057554	43.18499846	Human
MGYG000057610	45.50068854	Human
MGYG000057625	50.79980427	Human
MGYG000057628	55.5081965	Human
MGYG000057663	46.11648891	Human
MGYG000057693	45.29465113	Human
MGYG000057708	46.40930077	Human
MGYG000057739	47.86121115	Human
MGYG000057763	45.79200172	Human
MGYG000057786	43.15143402	Human
MGYG000057793	52.1873009	Human
MGYG000057795	45.38542594	Human
MGYG000057824	46.96134487	Human
MGYG000057851	49.60999954	Human
MGYG000057857	51.85157535	Human
MGYG000057959	44.59167981	Human
MGYG000057970	55.1672789	Human
MGYG000057981	45.59845301	Human
MGYG000057986	45.72803597	Human
MGYG000058045	46.82298157	Human
MGYG000058049	52.18817354	Human
MGYG000058059	45.30985526	Human
MGYG000058085	51.45571516	Human
MGYG000058087	49.74355409	Human
MGYG000058117	45.96501919	Human
MGYG000058139	51.32822265	Human
MGYG000058184	48.59869968	Human
MGYG000058210	43.29824728	Human
MGYG000058215	51.81942556	Human
MGYG000058325	50.0197392	Human
MGYG000058346	50.20960408	Human
MGYG000058379	51.92218422	Human
MGYG000058398	49.70850721	Human
MGYG000058463	45.72997	Human
MGYG000058552	43.93215331	Human
MGYG000058559	49.28219613	Human
MGYG000058584	45.70958638	Human
MGYG000058649	44.98507115	Human
MGYG000058706	48.7094544	Human
MGYG000058712	45.22924305	Human
MGYG000058733	48.22793383	Human
MGYG000058743	51.34670361	Human
MGYG000058745	43.4649478	Human
MGYG000058757	51.27796635	Human
MGYG000058764	51.60583723	Human
MGYG000058790	47.59806482	Human
MGYG000058806	48.34337312	Human
MGYG000058830	45.26928764	Human
MGYG000058880	46.64689393	Human
MGYG000058900	51.95607021	Human
MGYG000058905	46.16976264	Human
MGYG000058906	47.01858813	Human
MGYG000058918	52.40052461	Human
MGYG000058935	45.81399882	Human
MGYG000058945	54.98104222	Human
MGYG000058964	46.69802379	Human
MGYG000058966	49.71313335	Human
MGYG000058992	56.15953262	Human
MGYG000058998	52.70531361	Human
MGYG000059038	41.99550028	Human
MGYG000059063	51.92342814	Human
MGYG000059116	45.11261947	Human
MGYG000059124	52.7527012	Human
MGYG000059142	45.59977149	Human
MGYG000059169	52.36652157	Human
MGYG000059171	50.68787097	Human
MGYG000059200	45.85510999	Human
MGYG000059212	43.3761405	Human
MGYG000059347	49.99956003	Human
MGYG000059445	51.76791092	Human
MGYG000059456	54.79362034	Human
MGYG000059465	54.43510272	Human
MGYG000059476	46.78101668	Human
MGYG000059494	46.44526379	Human
MGYG000059508	45.56763277	Human
MGYG000059593	50.13796226	Human
MGYG000059634	53.25028338	Human
MGYG000059657	57.04481043	Human
MGYG000059667	45.46707454	Human
MGYG000059708	50.90267851	Human
MGYG000059737	54.17828299	Human
MGYG000059744	50.95909455	Human
MGYG000059760	46.00728015	Human
MGYG000059790	50.29743362	Human
MGYG000059842	45.67837219	Human
MGYG000059912	47.67136165	Human
MGYG000059993	46.14352611	Human
MGYG000060005	45.31396311	Human
MGYG000060070	52.15482385	Human
MGYG000060134	45.22035382	Human
MGYG000060155	45.50492534	Human
MGYG000060169	45.74276093	Human
MGYG000060182	46.26298117	Human
MGYG000060204	50.85220203	Human
MGYG000060216	51.37029261	Human
MGYG000060261	50.71711263	Human
MGYG000060276	51.90329059	Human
MGYG000060321	42.67205159	Human
MGYG000060343	54.19911426	Human
MGYG000060348	45.99500266	Human
MGYG000060481	51.29709924	Human
MGYG000060509	47.35344342	Human
MGYG000060515	47.83797379	Human
MGYG000060529	42.18281716	Human
MGYG000060540	49.76137637	Human
MGYG000060568	51.39324015	Human
MGYG000060590	44.52503624	Human
MGYG000060605	46.15916635	Human
MGYG000060611	51.02845811	Human
MGYG000060636	46.88396736	Human
MGYG000060672	53.67838483	Human
MGYG000060680	45.68522378	Human
MGYG000060732	45.64796062	Human
MGYG000060737	45.94456505	Human
MGYG000060745	54.15228864	Human
MGYG000060811	50.12337653	Human
MGYG000060840	45.71171455	Human
MGYG000060874	54.50288406	Human
MGYG000060911	45.64715507	Human
MGYG000060950	50.03562377	Human
MGYG000061002	53.5187532	Human
MGYG000061073	45.36942066	Human
MGYG000061080	47.49261057	Human
MGYG000061097	51.73750099	Human
MGYG000061102	48.86709875	Human
MGYG000061129	50.3573412	Human
MGYG000061208	55.38285053	Human
MGYG000061209	50.75141604	Human
MGYG000061225	49.96989584	Human
MGYG000061261	43.47541867	Human
MGYG000061309	53.04461029	Human
MGYG000061311	52.09383914	Human
MGYG000061323	45.38635373	Human
MGYG000061362	53.39542098	Human
MGYG000061386	50.99507916	Human
MGYG000061390	48.01656626	Human
MGYG000061422	55.1143451	Human
MGYG000061444	46.85317875	Human
MGYG000061462	43.30743671	Human
MGYG000061465	51.98128588	Human
MGYG000061472	50.35755767	Human
MGYG000061522	51.22329591	Human
MGYG000061531	45.68725117	Human
MGYG000061635	58.26765311	Human
MGYG000061661	45.6840337	Human
MGYG000061707	45.45184148	Human
MGYG000061724	44.53546757	Human
MGYG000061783	45.01481247	Human
MGYG000061795	51.76748843	Human
MGYG000061803	55.06254901	Human
MGYG000061816	47.05995205	Human
MGYG000061858	38.87807503	Human
MGYG000061885	46.35687725	Human
MGYG000061891	45.61957984	Human
MGYG000061904	43.02864522	Human
MGYG000061916	38.97271182	Human
MGYG000061958	51.09298754	Human
MGYG000061996	50.56213778	Human
MGYG000062001	51.23055185	Human
MGYG000062040	46.60873197	Human
MGYG000062044	51.600228	Human
MGYG000062051	55.50351822	Human
MGYG000062056	45.63291354	Human
MGYG000062067	45.00355108	Human
MGYG000062108	45.64885366	Human
MGYG000062132	50.18974923	Human
MGYG000062135	45.56482718	Human
MGYG000062148	45.5599015	Human
MGYG000062157	50.21810595	Human
MGYG000062163	49.24483611	Human
MGYG000062186	50.68762526	Human
MGYG000062235	55.46096948	Human
MGYG000062268	50.07703235	Human
MGYG000062298	46.56858516	Human
MGYG000062335	45.86061164	Human
MGYG000062345	52.17311874	Human
MGYG000062347	53.59303519	Human
MGYG000062393	45.72160804	Human
MGYG000062416	45.44428664	Human
MGYG000062426	46.85569857	Human
MGYG000062444	46.79086445	Human
MGYG000062447	49.8706026	Human
MGYG000062470	50.19854863	Human
MGYG000062499	50.39084914	Human
MGYG000062527	55.51507337	Human
MGYG000062599	51.56025584	Human
MGYG000062613	51.76805013	Human
MGYG000062632	45.44131138	Human
MGYG000062644	50.37018399	Human
MGYG000062646	47.01498238	Human
MGYG000062651	43.23803687	Human
MGYG000062661	45.30279451	Human
MGYG000062714	43.08706038	Human
MGYG000062716	51.80089027	Human
MGYG000062760	43.15949831	Human
MGYG000062818	45.54815761	Human
MGYG000062833	45.59042561	Human
MGYG000062847	50.09489625	Human
MGYG000062868	45.17036904	Human
MGYG000062993	54.31211426	Human
MGYG000063002	50.16563035	Human
MGYG000063101	45.24007476	Human
MGYG000063180	47.13039841	Human
MGYG000063186	44.88391453	Human
MGYG000063199	48.16978281	Human
MGYG000063255	46.78298685	Human
MGYG000063316	45.64724167	Human
MGYG000063347	45.65078365	Human
MGYG000063362	50.43628036	Human
MGYG000063401	50.94989782	Human
MGYG000063420	55.23025111	Human
MGYG000063450	46.29595834	Human
MGYG000063513	50.70649436	Human
MGYG000063514	55.42730323	Human
MGYG000063546	45.26655165	Human
MGYG000063562	51.29955171	Human
MGYG000063614	45.642105	Human
MGYG000063618	46.50176261	Human
MGYG000063632	47.3156956	Human
MGYG000063650	52.30646581	Human
MGYG000063720	47.74731686	Human
MGYG000063746	45.82107491	Human
MGYG000063787	57.67452359	Human
MGYG000063789	47.73666855	Human
MGYG000063797	45.83239433	Human
MGYG000063810	50.20953002	Human
MGYG000063827	44.89636934	Human
MGYG000063828	45.04989531	Human
MGYG000063905	45.19839476	Human
MGYG000063955	55.01990516	Human
MGYG000063980	46.61975716	Human
MGYG000063985	46.81941149	Human
MGYG000064001	49.5065768	Human
MGYG000064019	44.66341807	Human
MGYG000064060	51.87943081	Human
MGYG000064078	43.25848077	Human
MGYG000064107	45.7312657	Human
MGYG000064159	58.30696192	Human
MGYG000064241	50.43465383	Human
MGYG000064313	46.41128383	Human
MGYG000064338	47.85261411	Human
MGYG000064363	50.58870407	Human
MGYG000064372	52.52562334	Human
MGYG000064380	46.95638186	Human
MGYG000064412	46.06489359	Human
MGYG000064442	51.07550903	Human
MGYG000064450	50.34062465	Human
MGYG000064525	45.54950328	Human
MGYG000064583	51.25220537	Human
MGYG000064597	50.49308552	Human
MGYG000064661	55.23081073	Human
MGYG000064668	45.55931945	Human
MGYG000064670	45.38955773	Human
MGYG000064711	49.47980236	Human
MGYG000064728	44.87078126	Human
MGYG000064764	52.16944128	Human
MGYG000064767	50.77516481	Human
MGYG000064778	48.76275612	Human
MGYG000064835	45.37529106	Human
MGYG000064866	54.483658	Human
MGYG000064914	45.70090692	Human
MGYG000064956	45.24902787	Human
MGYG000064978	55.37673268	Human
MGYG000064996	51.63713421	Human
MGYG000065017	49.92258738	Human
MGYG000065044	45.82575716	Human
MGYG000065067	46.57427054	Human
MGYG000065070	51.90556297	Human
MGYG000065090	50.80721155	Human
MGYG000065124	50.80013578	Human
MGYG000065128	47.32288	Human
MGYG000065132	45.07630047	Human
MGYG000065182	45.4023135	Human
MGYG000065186	54.71168237	Human
MGYG000065192	45.61565019	Human
MGYG000065259	55.05175759	Human
MGYG000065262	45.04993078	Human
MGYG000065290	48.57412448	Human
MGYG000065339	45.68391205	Human
MGYG000065362	45.47788265	Human
MGYG000065379	47.08662058	Human
MGYG000065426	53.91417802	Human
MGYG000065458	55.6133472	Human
MGYG000065471	46.07934061	Human
MGYG000065504	53.19989493	Human
MGYG000065512	44.21160567	Human
MGYG000065526	43.54892654	Human
MGYG000065541	55.78046632	Human
MGYG000065566	39.12604752	Human
MGYG000065574	55.81968275	Human
MGYG000065594	49.27980976	Human
MGYG000065609	45.31262067	Human
MGYG000065646	45.60427098	Human
MGYG000065674	45.97466837	Human
MGYG000065701	54.33207359	Human
MGYG000065721	54.26983897	Human
MGYG000065736	45.46131916	Human
MGYG000065829	50.06209732	Human
MGYG000065859	45.46797415	Human
MGYG000065864	51.48103742	Human
MGYG000065884	46.25937024	Human
MGYG000065920	54.52356347	Human
MGYG000065968	46.19348452	Human
MGYG000066007	46.09751708	Human
MGYG000066050	44.92284449	Human
MGYG000066060	45.90331095	Human
MGYG000066145	46.45676211	Human
MGYG000066207	45.17824369	Human
MGYG000066453	51.21205347	Human
MGYG000066480	45.19434674	Human
MGYG000066482	44.80818811	Human
MGYG000066503	48.25196456	Human
MGYG000066520	54.67135261	Human
MGYG000066529	45.92103798	Human
MGYG000066575	46.38228781	Human
MGYG000066577	49.81746316	Human
MGYG000066606	51.64048977	Human
MGYG000066620	52.95577991	Human
MGYG000066649	45.90288525	Human
MGYG000066650	48.03425624	Human
MGYG000066654	45.65564202	Human
MGYG000066655	51.68528214	Human
MGYG000066678	47.36124755	Human
MGYG000066788	46.21993767	Human
MGYG000066869	45.22342542	Human
MGYG000066923	47.09646353	Human
MGYG000066952	45.27794467	Human
MGYG000066982	47.39937532	Human
MGYG000067032	53.78792413	Human
MGYG000067074	55.39416085	Human
MGYG000067078	50.44476154	Human
MGYG000067093	53.14276901	Human
MGYG000067096	46.74979615	Human
MGYG000067137	45.49874178	Human
MGYG000067139	50.99342299	Human
MGYG000067191	49.9981549	Human
MGYG000067219	55.32514672	Human
MGYG000067264	45.55838322	Human
MGYG000067270	45.89763453	Human
MGYG000067344	52.08420362	Human
MGYG000067348	50.14656349	Human
MGYG000067416	48.66500746	Human
MGYG000067427	45.69882412	Human
MGYG000067460	56.32287921	Human
MGYG000067476	45.72958425	Human
MGYG000067489	50.09029654	Human
MGYG000067521	50.40981762	Human
MGYG000067535	47.7495756	Human
MGYG000067537	39.26000877	Human
MGYG000067565	45.93941785	Human
MGYG000067573	51.90533501	Human
MGYG000067627	43.46250866	Human
MGYG000067645	45.45927086	Human
MGYG000067648	46.54941473	Human
MGYG000067652	47.61744236	Human
MGYG000067662	48.60426339	Human
MGYG000067689	45.67832631	Human
MGYG000067690	45.1947995	Human
MGYG000067725	55.23081226	Human
MGYG000067726	48.49816774	Human
MGYG000067731	45.9130383	Human
MGYG000067734	46.51895413	Human
MGYG000067738	48.65284047	Human
MGYG000067747	46.06748307	Human
MGYG000067771	52.70812789	Human
MGYG000067780	45.66295554	Human
MGYG000067823	51.3659127	Human
MGYG000067832	54.67545688	Human
MGYG000067865	46.10410132	Human
MGYG000067879	51.34808671	Human
MGYG000067907	51.35496428	Human
MGYG000068025	47.9502174	Human
MGYG000068028	50.58668881	Human
MGYG000068056	45.86943594	Human
MGYG000068098	48.9181239	Human
MGYG000068117	43.77284954	Human
MGYG000068127	47.13410619	Human
MGYG000068133	53.47114402	Human
MGYG000068142	54.36344723	Human
MGYG000068184	48.20819748	Human
MGYG000068188	53.87609599	Human
MGYG000068220	46.26072916	Human
MGYG000068230	44.80090891	Human
MGYG000068256	46.3430402	Human
MGYG000068348	49.93641952	Human
MGYG000068424	44.84351986	Human
MGYG000068439	50.89346329	Human
MGYG000068499	55.06338888	Human
MGYG000068516	50.06962561	Human
MGYG000068526	49.96805136	Human
MGYG000068529	46.74039271	Human
MGYG000068549	45.64834698	Human
MGYG000068617	45.44990849	Human
MGYG000068695	45.95136408	Human
MGYG000068723	50.6981552	Human
MGYG000068765	50.84327292	Human
MGYG000068767	47.33321634	Human
MGYG000068782	43.46100609	Human
MGYG000068812	45.63514323	Human
MGYG000068822	43.30762715	Human
MGYG000068862	52.30459932	Human
MGYG000068888	45.81429128	Human
MGYG000068912	45.73830128	Human
MGYG000068972	43.15654115	Human
MGYG000068982	43.02220122	Human
MGYG000069011	45.23786172	Human
MGYG000069021	50.02732583	Human
MGYG000069058	52.06833061	Human
MGYG000069066	54.75397281	Human
MGYG000069073	48.90849578	Human
MGYG000069075	45.48356374	Human
MGYG000069091	49.01581128	Human
MGYG000069093	49.70103389	Human
MGYG000069149	45.17475245	Human
MGYG000069158	45.40377413	Human
MGYG000069164	53.86676734	Human
MGYG000069201	56.42743592	Human
MGYG000069238	50.20889083	Human
MGYG000069252	46.36072535	Human
MGYG000069269	55.50899905	Human
MGYG000069291	52.4394434	Human
MGYG000069368	50.89098841	Human
MGYG000069388	55.11730747	Human
MGYG000069420	48.44442893	Human
MGYG000069426	54.57782963	Human
MGYG000069428	44.66680062	Human
MGYG000069435	45.58609438	Human
MGYG000069439	43.34160519	Human
MGYG000069440	49.99757152	Human
MGYG000069457	55.74016164	Human
MGYG000069475	45.87981823	Human
MGYG000069512	47.11809672	Human
MGYG000069625	49.57495193	Human
MGYG000069629	54.69970078	Human
MGYG000069633	45.7935151	Human
MGYG000069636	49.65909452	Human
MGYG000069690	44.90376193	Human
MGYG000069704	45.26894352	Human
MGYG000069717	51.06498313	Human
MGYG000069746	47.15502353	Human
MGYG000069751	45.29529202	Human
MGYG000069764	48.23884073	Human
MGYG000069796	42.74234234	Human
MGYG000069814	48.32189399	Human
MGYG000069822	45.29882999	Human
MGYG000069895	50.28201476	Human
MGYG000069906	46.70699685	Human
MGYG000069915	49.23744771	Human
MGYG000069939	51.18161492	Human
MGYG000069958	47.46650654	Human
MGYG000070046	45.69177234	Human
MGYG000070074	50.47190267	Human
MGYG000070126	46.60638248	Human
MGYG000070157	49.56313306	Human
MGYG000070180	55.2478736	Human
MGYG000070342	45.37039152	Human
MGYG000070345	55.42556768	Human
MGYG000070366	45.41127872	Human
MGYG000070388	51.04829779	Human
MGYG000070471	53.70712954	Human
MGYG000070484	45.62515961	Human
MGYG000070490	51.22264328	Human
MGYG000070517	55.22294027	Human
MGYG000070542	45.92304338	Human
MGYG000070695	56.83873402	Human
MGYG000070715	51.30241826	Human
MGYG000070740	50.11773999	Human
MGYG000070774	46.6540637	Human
MGYG000070780	51.78775513	Human
MGYG000070787	45.71325967	Human
MGYG000070793	51.33566116	Human
MGYG000070801	47.24447356	Human
MGYG000070808	47.45925689	Human
MGYG000070827	55.04870519	Human
MGYG000070838	44.95800257	Human
MGYG000070887	45.26284267	Human
MGYG000070890	45.00233852	Human
MGYG000070920	45.28149817	Human
MGYG000070966	54.665329	Human
MGYG000071003	51.32067652	Human
MGYG000071050	45.76116952	Human
MGYG000071060	43.67505541	Human
MGYG000071108	47.13061074	Human
MGYG000071179	52.19833502	Human
MGYG000071285	47.97217913	Human
MGYG000071321	46.35560909	Human
MGYG000071467	54.59664014	Human
MGYG000071563	46.47552476	Human
MGYG000071619	51.69095326	Human
MGYG000071639	46.46726127	Human
MGYG000071702	50.87212334	Human
MGYG000071734	48.97177999	Human
MGYG000071774	52.65505383	Human
MGYG000071777	54.29552409	Human
MGYG000071805	45.53286763	Human
MGYG000071809	45.70699797	Human
MGYG000071883	47.0370836	Human
MGYG000071894	50.36546648	Human
MGYG000071908	45.87495287	Human
MGYG000071982	47.29815981	Human
MGYG000072020	45.58875954	Human
MGYG000072065	55.79780372	Human
MGYG000072067	47.86054282	Human
MGYG000072088	51.99011113	Human
MGYG000072124	53.4156696	Human
MGYG000072215	50.27842216	Human
MGYG000072219	50.67869821	Human
MGYG000072365	45.89193161	Human
MGYG000072382	46.89388154	Human
MGYG000072439	46.64856191	Human
MGYG000072506	51.43229317	Human
MGYG000072647	57.63014511	Human
MGYG000072719	54.07951643	Human
MGYG000072750	46.22180079	Human
MGYG000072761	44.78683398	Human
MGYG000072827	45.36181065	Human
MGYG000072906	50.76547685	Human
MGYG000072923	49.01104958	Human
MGYG000072973	50.27974587	Human
MGYG000072982	50.71492129	Human
MGYG000072984	54.894573	Human
MGYG000072991	54.65426058	Human
MGYG000073017	46.9331721	Human
MGYG000073020	53.21025818	Human
MGYG000073048	50.97465989	Human
MGYG000073055	46.25443086	Human
MGYG000073119	50.41952035	Human
MGYG000073198	45.21206992	Human
MGYG000073200	45.91902598	Human
MGYG000073268	45.97691388	Human
MGYG000073299	50.84998357	Human
MGYG000073305	47.18641519	Human
MGYG000073321	55.63348677	Human
MGYG000073350	45.35521257	Human
MGYG000073374	46.24856815	Human
MGYG000073377	44.11505965	Human
MGYG000073393	45.31472218	Human
MGYG000073394	45.14566568	Human
MGYG000073446	51.8627413	Human
MGYG000073465	50.40485648	Human
MGYG000073471	43.31891579	Human
MGYG000073475	55.4612891	Human
MGYG000073490	49.69384195	Human
MGYG000073494	54.53310743	Human
MGYG000073497	46.19750053	Human
MGYG000073527	45.34443901	Human
MGYG000073614	51.00277879	Human
MGYG000073697	44.95114133	Human
MGYG000073698	45.3426995	Human
MGYG000073716	43.81027093	Human
MGYG000073726	52.14557791	Human
MGYG000073761	45.77972049	Human
MGYG000073768	45.26889387	Human
MGYG000073777	47.6066925	Human
MGYG000073845	47.8520681	Human
MGYG000073877	50.07150249	Human
MGYG000073898	48.30349891	Human
MGYG000073931	50.11190403	Human
MGYG000073955	45.62255405	Human
MGYG000074045	50.09560703	Human
MGYG000074058	45.31203463	Human
MGYG000074069	45.34639032	Human
MGYG000074124	47.75117229	Human
MGYG000074154	50.61732679	Human
MGYG000074161	51.46421147	Human
MGYG000074169	45.65041532	Human
MGYG000074180	45.61579802	Human
MGYG000074223	55.49586893	Human
MGYG000074235	45.51617612	Human
MGYG000074240	45.50615987	Human
MGYG000074245	46.45349146	Human
MGYG000074248	50.72009482	Human
MGYG000074250	46.50831031	Human
MGYG000074252	45.04840553	Human
MGYG000074343	48.26098511	Human
MGYG000074351	49.99259363	Human
MGYG000074355	45.53896053	Human
MGYG000074365	45.22767882	Human
MGYG000074387	45.68526015	Human
MGYG000074421	43.92926359	Human
MGYG000074452	46.41421967	Human
MGYG000074453	43.35241682	Human
MGYG000074467	45.46992003	Human
MGYG000074493	51.32304488	Human
MGYG000074504	46.5045611	Human
MGYG000074583	51.10353001	Human
MGYG000074696	52.84593121	Human
MGYG000074726	51.18573492	Human
MGYG000074777	53.82978717	Human
MGYG000074795	45.41501455	Human
MGYG000074801	45.91950627	Human
MGYG000074809	50.95912263	Human
MGYG000074846	46.22003253	Human
MGYG000074873	44.11612822	Human
MGYG000074887	50.26126426	Human
MGYG000074922	51.41028723	Human
MGYG000074932	45.52730528	Human
MGYG000075023	50.42860555	Human
MGYG000075052	46.88604478	Human
MGYG000075091	45.4175575	Human
MGYG000075096	45.62170856	Human
MGYG000075110	45.68972585	Human
MGYG000075181	45.79785793	Human
MGYG000075184	45.66884183	Human
MGYG000075205	46.90943418	Human
MGYG000075208	46.28418779	Human
MGYG000075227	48.10766502	Human
MGYG000075242	55.04613485	Human
MGYG000075252	51.62350415	Human
MGYG000075299	49.9948897	Human
MGYG000075387	39.29381977	Human
MGYG000075413	45.73293667	Human
MGYG000075456	44.78727643	Human
MGYG000075465	45.58511175	Human
MGYG000075470	45.41510932	Human
MGYG000075493	47.54881426	Human
MGYG000075495	45.86437688	Human
MGYG000075519	45.90492511	Human
MGYG000075536	45.19936197	Human
MGYG000075557	45.60293341	Human
MGYG000075571	45.04339563	Human
MGYG000075637	47.03489282	Human
MGYG000075656	46.09654238	Human
MGYG000075680	51.70431465	Human
MGYG000075684	51.74895609	Human
MGYG000075728	45.36066854	Human
MGYG000075731	45.40325994	Human
MGYG000075736	44.79506082	Human
MGYG000075787	47.00296825	Human
MGYG000075854	50.08797713	Human
MGYG000075889	48.59945462	Human
MGYG000075906	47.11540286	Human
MGYG000075909	45.95611588	Human
MGYG000075923	46.02401277	Human
MGYG000075965	45.59429793	Human
